source_image,area,perimeter,eccentricity,mean_intensity,label
C100P61ThinF_IMG_20150918_144104_cell_162.png,16841.0,609.4802307403552,0.40713504052076427,0.5021561786366048,parasitized
C100P61ThinF_IMG_20150918_144104_cell_163.png,14517.0,758.9188309203678,0.7154542858830594,0.4230470438626302,parasitized
C100P61ThinF_IMG_20150918_144104_cell_164.png,16823.0,634.5929291125633,0.35441130639209556,0.5030577311901955,parasitized
C100P61ThinF_IMG_20150918_144104_cell_165.png,14370.0,624.0071426749364,0.5900745591867289,0.43411527641255676,parasitized
C100P61ThinF_IMG_20150918_144104_cell_166.png,15565.0,606.79393923934,0.6834838839771519,0.47430826221138517,parasitized
C100P61ThinF_IMG_20150918_144104_cell_167.png,15703.0,588.214249456123,0.5900402763745378,0.4613083506773382,parasitized
C100P61ThinF_IMG_20150918_144104_cell_168.png,16427.0,610.1076477383247,0.3251719434607057,0.4799024615344285,parasitized
C100P61ThinF_IMG_20150918_144104_cell_169.png,16055.0,605.2792206135786,0.2901639437921012,0.4731213447882241,parasitized
C100P61ThinF_IMG_20150918_144104_cell_170.png,15933.0,591.350288425444,0.25309515952251865,0.47618915173820425,parasitized
C100P61ThinF_IMG_20150918_144104_cell_171.png,14974.0,638.8355697996826,0.28813948570480574,0.4364195740144066,parasitized
C100P61ThinF_IMG_20150918_144348_cell_138.png,15916.0,610.6639969244288,0.23560638834274292,0.4517141588691288,parasitized
C100P61ThinF_IMG_20150918_144348_cell_139.png,13739.0,768.0132393293463,0.5737344039258789,0.3981474366672843,parasitized
C100P61ThinF_IMG_20150918_144348_cell_140.png,17087.0,605.5512985522207,0.45924073618866823,0.48789387175841586,parasitized
C100P61ThinF_IMG_20150918_144348_cell_141.png,15125.0,612.7289680818844,0.555505450418217,0.42939713126790885,parasitized
C100P61ThinF_IMG_20150918_144348_cell_142.png,15599.0,579.6223663640861,0.30254758516400804,0.4615597277077337,parasitized
C100P61ThinF_IMG_20150918_144348_cell_143.png,15750.0,616.9360748630709,0.5456862027802863,0.4451120786504073,parasitized
C100P61ThinF_IMG_20150918_144348_cell_144.png,12508.0,709.5634918610403,0.5564214330058671,0.33176436086696803,parasitized
C100P61ThinF_IMG_20150918_144823_cell_157.png,14001.0,643.9005409571382,0.5006294447225311,0.4202510126580803,parasitized
C100P61ThinF_IMG_20150918_144823_cell_158.png,11555.0,647.770598642227,0.6398279485999689,0.3437956490670064,parasitized
C100P61ThinF_IMG_20150918_144823_cell_159.png,16063.0,608.350288425444,0.4514234805541494,0.4886025252996042,parasitized
C100P61ThinF_IMG_20150918_144823_cell_160.png,16925.0,662.5929291125633,0.3891095026113387,0.5008550619093518,parasitized
C100P61ThinF_IMG_20150918_144823_cell_161.png,14026.0,735.0193359837562,0.6588502842613669,0.3992316076727311,parasitized
C100P61ThinF_IMG_20150918_144823_cell_162.png,14202.0,611.2081528017131,0.47111286225747084,0.4155509237714829,parasitized
C100P61ThinF_IMG_20150918_145042_cell_162.png,15822.0,601.3147545195112,0.20173437837691915,0.4631490747381853,parasitized
C100P61ThinF_IMG_20150918_145042_cell_163.png,14759.0,591.4863273947651,0.34341145885825,0.41324555485888753,parasitized
C100P61ThinF_IMG_20150918_145042_cell_164.png,16179.0,610.2081528017131,0.22127352358976804,0.46345226076708784,parasitized
C100P61ThinF_IMG_20150918_145042_cell_165.png,9702.0,500.02438661763955,0.5189665188441125,0.2850188515745166,parasitized
C100P61ThinF_IMG_20150918_145042_cell_166.png,12508.0,670.0782104868019,0.5869842607210287,0.37039274793150323,parasitized
C100P61ThinF_IMG_20150918_145042_cell_167.png,16726.0,693.5634918610406,0.4304711773799894,0.4856585762802018,parasitized
C100P61ThinF_IMG_20150918_145422_cell_163.png,13076.0,615.6579002700189,0.8135308659990615,0.3696689711943138,parasitized
C100P61ThinF_IMG_20150918_145422_cell_164.png,15861.0,631.0365799264592,0.6531113046964405,0.4620928123149323,parasitized
C100P61ThinF_IMG_20150918_145422_cell_165.png,15534.0,635.6873375215417,0.5983383394705787,0.4626795377988904,parasitized
C100P61ThinF_IMG_20150918_145422_cell_166.png,14756.0,663.8650070512055,0.502110165656263,0.4215540571912002,parasitized
C100P61ThinF_IMG_20150918_145422_cell_167.png,16395.0,599.7584053334073,0.6773873307681861,0.46106957115778263,parasitized
C100P61ThinF_IMG_20150918_145422_cell_168.png,18092.0,612.4091629284896,0.3595093558121223,0.5393661908397767,parasitized
C100P61ThinF_IMG_20150918_145422_cell_169.png,15783.0,599.4213562373095,0.1820026489288365,0.4697768393955137,parasitized
C100P61ThinF_IMG_20150918_145609_cell_144.png,10967.0,650.4507934888323,0.8731807517854621,0.298470072049251,parasitized
C100P61ThinF_IMG_20150918_145609_cell_145.png,11917.0,706.5279579551077,0.8065994217096221,0.3319637435911247,parasitized
C100P61ThinF_IMG_20150918_145609_cell_146.png,15887.0,598.2081528017131,0.39865705525687495,0.46502788261038236,parasitized
C100P61ThinF_IMG_20150918_145609_cell_147.png,14285.0,610.1431816442575,0.7721709980663141,0.4203980851120757,parasitized
C100P61ThinF_IMG_20150918_145609_cell_148.png,16251.0,630.8650070512053,0.21303787676649646,0.4829202961479514,parasitized
